book	chapter	ms	bytes	sha256
PSA	18	368808	2951779	64d9601eb2c57698e129c10ad373ebad967dfd5f8f43ee411eb640dfe18f915e
PSA	19	135360	1084129	35744148691e385198acfde31f3643511c67fdda8558abdecfa6f1090ae2513a
PSA	20	82320	659900	16d32e66b6715d30c73b52d6e92b10f2e7ce77580f49d015daaf6509e839c941
PSA	21	109512	877448	1284434c12fbf6330245afe414cd099c4b4d536c48b12a73c18482baff6c9321
PSA	22	243312	1947841	82d1d6ebdb05c6c424f0beddd69613799b554155eac62c0f86d76ea9749ae385
PSA	23	53736	431276	6c2f0282c9c27fa04575c2fb2b7d0bc338ec2f91748ba58f1d0ca1c7ca522460
PSA	24	79416	636703	4f1448b71abeed4a316a857555758ff15e5fb56071c2a5d0c2c885685cf282fa
PSA	25	160872	1288302	c039390b23d51bbd4258efff2c6fb5041e6aa202bdcfbdcf0fa4deacc0abc1ed
PSA	26	84816	679753	0ee5010078c7e414c7e55deea6cf174207d91d890f3c3c7ea895196c76c7f126
PSA	27	137952	1104818	913a52d1c0c5657e86d300d70996ba07a64598835ccb1aa5158d24849509ff63
PSA	28	96744	775257	e61ce4a2d4e1e5836cfbb7c5659437011460d150a83731915194569d5c1bcc6b
PSA	29	85440	684769	a43925023314dc1dc1eac1d3a0f7cf8df8b2484d367a88ff94d8f9316d0584fa
PSA	30	103800	831681	9f56ef9a871681f719a9c9b126e23a1aee9eb7b39594b55930550af63e05a976
PSA	31	204240	1635208	cb0ec8e96869b92d1a7b1e547a579aaf8505bd7711282250aa87f4fa91f5222a
PSA	32	100752	807231	91aa6909c9224629c555bb199e3c3ee6a5e16eb8a71d060d1364fec2d3c0dc13
PSA	33	140232	1123208	f6a3efa81796f39461e5cc9dc7cab3e0e08badb76354c1e9e866fbe2558fd9a2
PSA	34	149136	1194470	d3f99b5ad560cdd22cd68df63cfff23177d1949c545a355d506c884bb9d63d51
PSA	35	238752	1911270	b2c4ace9a757d61a5580ec7f9142aa9d751ec4f323e0b372d3fbfe7cfbb7b4b4
PSA	36	98376	788214	7eba51424e597c92f8c5dd143111d7b149b6cc1fcb5e02f5eb9050594b08853e
PSA	37	274705	2199035	e40578c7e4d34141ea5c36bbd906464c4fc11251dfd799b842fd1dfaa0d70040
PSA	38	144888	1160406	f012de9e76f463d8633b65028058d88b4c564e7f8d5a0acdb578a386a5e22ec2
PSA	39	124560	997820	30d569e668574e56cdde89ad7f4e24d13b65676e1736f7f7ad02262db3a2f84a
PSA	40	171936	1376700	b0951ba53d90204c37eb0f3f94b19eb0804693c8c15181f3a01b20d69f235c05
PSA	41	110016	881419	3949d1054e782837414723ff838a4c04423425116555a4081d5ff813e3e67173
PSA	42	121152	970444	a74b2e4bd46bc6a82666d909a6bf6ecaef72fb40d09de8740a71afbd92deac8f
PSA	43	57672	462623	aacaa96c950d281885b7ece7459fe53a9f49e9dfc8726e2c90fcdfbc6ab25665
PSA	44	185832	1487877	8bc013a7d1b6228372a47a5439204282390345fc41178c164aec26583d7c0aad
PSA	45	156553	1253820	05a6f8d56a1ec5c343558fdb5fed235bfe5df75b530c65c16ec5079581bf520d
PSA	46	89952	720922	c8e42fa1b65823a6ff807bc8e0b6ddaa7a3a2b71ccbb3ca53d0f2c27f98ed66a
PSA	47	66792	535557	cf41b99f2e386c405162787c2534a9adadbc7d8e1683ba35e251decdb38abbea
PSA	48	93648	750388	7b390355d1517c8ee33fa0c2e6bf15a757ff3ccf18a2069e3acc7a75dc604381
PSA	49	149184	1194679	3bfed79fef338bce916870a891d0e2d4a67e582842bf7c300982964e6eea1ced
PSA	50	162457	1301050	9ed9ac44110859bfa52316675214272e1cdbb1d879592262b2647aa46261c958
PSA	51	156288	1251521	b34adeb3ebca15a0ce92b6a0c67da2d2022d2283336f7efd602e2472cd9db80d
PSA	52	79488	637121	45fddabdb49ec11023416b6d311f0c38416d138c4c52079e6471401b033df237
PSA	53	60768	487492	d6d170c2b5d11e69a4067e5713487fae51ef25f1c7ca01d140112e4926e8988c
PSA	54	52128	418320	c5dde1f35722faea19d988951706e67807d647cc0668c591f2f6ca1052d1f154
PSA	55	174528	1397598	707b285eecb37dc7ce719fa36f5527a521e14ed5e795030a80cd450193821832
PSA	56	99480	797200	27706b4f2fc256969622338f2704be4fec07bed5d5ed193266044028c31155ba
PSA	57	103632	830428	280f0a5fdf5b1e772939e43f707a4c39fa4fbdb476778869835fd41b703fc265
PSA	58	102048	817680	d3d9eace414ce4a92857fa94d92fd78393dc38795133f5c383a4672d3198dff6
PSA	59	161928	1296661	31ae111400cf27c702b55a4bf27df36a2a6de89042a0d7b260715413ea28694a
PSA	60	108648	870552	a2218a1ee5d6a8155a78be05d3695e4ca6b5add3102403ed512fed735a672590
PSA	61	65256	523436	58d8217fef1e2000ebb73c49e3affeab60ccadeaf6f9a3b6b8d7cfe03b75937f
