book	chapter	ms	bytes	sha256
JOS	17	231984	1856597	288e373b4a997c91f5fce5c9fbad427aab10ca6f263fcd71596df38d15745a10
JOS	18	277536	2221058	be0db4a443f52ba15c9f7f991c001253fc65272d76fe7c9c27b62f8bccfad973
JOS	19	357648	2861998	b61fba1da9d9e1b3a9c2c921dc2f61e757ca772d2eacf2aaa1b862ebd44bd02b
JOS	20	109320	875229	00b59810131ed4a3c599292be0f329c53ae8e0fc9bbc02425375cf60ad70a470
JOS	21	355104	2841518	fc920a86cadf8c0b74b95472585e399ca8b71194707462abb04d9e4a52fde581
JOS	22	439248	3514641	35f9df28cdadf2ad98d119b0181127dc8431af2abadb9980ed712e2dc1972c5b
JOS	23	196176	1570086	6ded2d78585ec37fa06db3fbe0fa3ba895554e879bd5c5f87553951d76a9fedf
JOS	24	391416	3132000	bd0c182893c987f2765113dce787fe008ecf59c12ce843650149da384a1e41a1
JDG	1	358200	2866385	608f401fed9358c131a507cd838b1d44328e6c8946217038a3dced439b5a552a
JDG	2	251856	2015629	be6ac92fc921bb1a8856e3bc800636c1c3a4960ba1e2091d1bcdb7660320d4dc
JDG	3	320664	2566081	d073c0c81e6754834d77261c7d9d2cb8e4ea076b69fc4606a526dbd195bf8e16
JDG	4	266304	2131194	43d09f32b10b4eaca13b1327533644677a8abd7a723c4f14e819d5c5476f51d7
JDG	5	297312	2379253	c425ab8e24f8eacf34b02b6cc74e8864c9048e4ca36b7f4939b4f9837ed9a5f1
JDG	6	440328	3523416	ee93444f0fbf9c4a88ab29dec99cdfc0def6e3fd60719d1bd11cfc39140b6dfc
JDG	7	334152	2673914	22348a9ea403236052f9aa3208fbfb567e679256188149acf434bea3aae6e9d7
JDG	8	384984	3080589	4af242b147d2266683f94655bcfe73661be9b5e621ebbd7a6d0269e4b6da4222
JDG	9	568944	4552223	456d0ca2271fc873dd3d1963cd68947d52d77dc6da5ec265e933bec0f540e55d
JDG	10	168912	1352121	90c9587365d368e9ea2a9ffa6eaf0522c3a3553dda93f1e934dbbf9c44721ad3
JDG	11	429120	3433766	c0363af151d6227dbba46bd9b955ce7ab4d2ac79db3337f938aaa737d35de2a5
JDG	12	166584	1333521	3d5750f69cc99231ef3fa153ef8f8e5ddb49eb62f563b26910b221efe40bda96
JDG	13	271416	2172156	26b599734978d4066c835124932134f68412893fd40df161883ee454a86d2610
JDG	14	246312	1971327	9ea7652939ed0f3f2b72e3943af01dea7890cb8fc90f1fda5ec7d04547d205da
JDG	15	240000	1920754	dda7585cdf04f6e3c1e66183e0920731fe5e756432c62498b8615560feb70cb5
JDG	16	418416	3348085	658402e52cf20e5f9634a45664b7ede450951fa622c06062814b9de9de331235
JDG	17	143760	1150873	c0102ad4610e852012ca8a576d4fcd802368bf5bbe930b875c48ea324b78c147
JDG	18	339985	2720728	1f36b797c49e8b5da4c3420663b46cd5189015735b75cdfeec53089b343de228
JDG	19	355320	2843399	eacf49a9451776f842e5a6eb14930daf47e795462b862009b8a213be75dc5dc6
JDG	20	487896	3903970	1b09213fc43a9532291107af9e1dd5ccc24a58fc7e69d68a4b0aabd283591cf5
JDG	21	248928	1992225	eff6c69c4993dd2e24ccc6e59b81b94ba72eeabb7fca055b6064255952577cb2
RUT	1	234504	1876864	eb9fa0468e7d5abb1b271de0ae54d033f3f33cff8274811918064283b54e669d
RUT	2	271368	2171734	7287d1e01f5289880a21e873de421c05b857dee69be8be6b6034e0d356cc38d6
RUT	3	190680	1526197	f5588fa70d466151c87f7aefe243f2c6c699c2a4a886113c7953494a217d043a
RUT	4	255840	2047392	f0f2ea6bf2574059f68d48f376d2cdfe8cac8ea099f9f3c40cb899706c5f95da
1SA	1	297745	2382808	00efa49c37ed2ee3fd734d597d4898ff1ef09aa242e7cadb48e238b8e962e02d
1SA	2	444288	3554974	f5a1057d93699f9d2bcc47b9680507d2e696c32b0823b8d97d7a5f86a95f088b
1SA	3	217272	1738942	84bda6a34a2ccef8f16bb1e9bd5e2eeec6fcb76253287e282cf823420e181f6f
1SA	4	269496	2156692	a027c0e867ae7a77bedfd12d49e507d5e0d83898bb113a9a09f3007ed4854db1
1SA	5	147720	1182429	b65539e18f0fd58a71ebb91a6da424d001c7c8e7c6019f80dd0377a769831494
1SA	6	264336	2115523	152efab0f768162fe848d7ab87212dfad1151f5dbd2493bc4b86bfa3de554a97
1SA	7	204888	1639885	b494832a5089ef8f5efcb07824b0aa19da9e11799d31e72cbcb2f713b0dfa911
1SA	8	198240	1586596	815f812f9d0a64b0bc56839614a7842abfeeaeda51a9e95f11ef653012c6908b
1SA	9	332064	2657198	a2717f29cd4d55d19914ba85cf91cc5d82edd0096ffd2907d73587e6d24598f7
1SA	10	306720	2454490	d9c90c8949f1d1dc9895035150fade8cb779adc1ecb935e43e0f153b4af1f499
1SA	11	180480	1444491	1234470758ab3b7274494f4771c205f004b43ec50542468288931b802a627aa8
1SA	12	299472	2396603	bed3297e7e3e9d4f23d095931d34914f64ecd6dd03a71c207c93cf2ba8b62d65
